bank,review,rating,date,source,cleaned
DASHEN,So nice !,5,2025-09-26,Google Play,so nice
DASHEN,What's the problem with this app's that asking for updates on a daily basis?,1,2025-09-25,Google Play,whats the problem with this apps that asking for updates on a daily basis
DASHEN,"Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.",5,2025-09-25,Google Play,wow i really loved the new uiux great job dashen bank you guys are the best mobile banking in ethiopia
DASHEN,excellent UI improvement 💯💯,5,2025-09-24,Google Play,excellent ui improvement
DASHEN,one of the best app in Ethiopia .,5,2025-09-24,Google Play,one of the best app in ethiopia
DASHEN,great app,5,2025-09-23,Google Play,great app
DASHEN,it is good but some times says duplicate transaction why? and text,5,2025-09-23,Google Play,it is good but some times says duplicate transaction why and text
DASHEN,The worst app. It needs updating everyday. Ouch 🤕,1,2025-09-19,Google Play,the worst app it needs updating everyday ouch
DASHEN,safe and secure,3,2025-09-18,Google Play,safe and secure
DASHEN,በጣም ምቹ ነው,4,2025-09-15,Google Play,
DASHEN,"is not working right now with snmsung galaxy f15, please help me",1,2025-09-14,Google Play,is not working right now with snmsung galaxy f15 please help me
DASHEN,Your staffs are really hardworking but the app is not like your employees,3,2025-09-12,Google Play,your staffs are really hardworking but the app is not like your employees
DASHEN,ዳሺባክ,5,2025-09-11,Google Play,
DASHEN,total,5,2025-09-11,Google Play,total
DASHEN,dashen super app is the best,5,2025-09-10,Google Play,dashen super app is the best
DASHEN,zero sezzs55sየየወደሠራዊቱ ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ።ደም ሐማሚጀየየ,5,2025-09-09,Google Play,zero sezzs55s
DASHEN,not werke,2,2025-09-08,Google Play,not werke
DASHEN,what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,2025-09-08,Google Play,what happened to dashen bank this is by far the worst banking app extremely slow when it works and is out of service all the time
DASHEN,simple and easy to use,5,2025-09-08,Google Play,simple and easy to use
DASHEN,meke,4,2025-09-07,Google Play,meke
DASHEN,"not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it",1,2025-09-07,Google Play,not a great app compared to the others it freezes randomly takes a lot to load and a lot of errors while sending money i stopped using it
DASHEN,bad specialy at weekends,1,2025-09-07,Google Play,bad specialy at weekends
DASHEN,"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",1,2025-09-06,Google Play,i am very disappointed with the dashin bank super app the app does not allow me to withdraw 50 birr or cant transfer money and even i cant use it to buy airtime this makes me feel like my 50 birr is no longer my money but the banks money since i cannot access or use it freely according to the national bank of ethiopia nbe the rule is that 100 birr is not withdrawable but it can be used to buy airtime or transferred to friends dashin banks restriction goes beyond this rule and unfa
DASHEN,It is good apps but it needs strong network,5,2025-09-06,Google Play,it is good apps but it needs strong network
DASHEN,The app doesn't allow to switch between accounts. Why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch?,2,2025-09-06,Google Play,the app doesnt allow to switch between accounts why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch
DASHEN,lacag inaad amaahisan somalida maxaad ku diiden,5,2025-09-05,Google Play,lacag inaad amaahisan somalida maxaad ku diiden
DASHEN,Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,1,2025-09-05,Google Play,dashin mobile banking is become worest app like others ethiopian bank apps amole was the best app ever i used it was so flexible reliable to use and the best app user can login with new device without go to bank physically
DASHEN,"The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.",3,2025-09-04,Google Play,the app has potential but the qr payment feature is disappointing the scanner doesnt work and even though theres an option to select a qr code from the gallery it doesnt function either this makes paying with qr codes almost impossible fixing this would really improve the app
DASHEN,"very slow and failed transaction multiple times, previous app was much better!!",2,2025-09-04,Google Play,very slow and failed transaction multiple times previous app was much better
DASHEN,"""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***",1,2025-09-01,Google Play,super idiot app 1it forced me to off many of my phone settings like developers option 2never works fastly 3it needs multiple click 4 doesnt notify if received money many many more the worst mobile app ever expanded
DASHEN,dashin bank,5,2025-08-30,Google Play,dashin bank
DASHEN,muhaammad bakko,5,2025-08-30,Google Play,muhaammad bakko
DASHEN,goog,5,2025-08-29,Google Play,goog
DASHEN,un functional app,1,2025-08-29,Google Play,un functional app
DASHEN,trnes far,5,2025-08-27,Google Play,trnes far
DASHEN,shimalis,4,2025-08-25,Google Play,shimalis
DASHEN,አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም ።,3,2025-08-24,Google Play,
DASHEN,excellent mobile banking digital,5,2025-08-24,Google Play,excellent mobile banking digital
DASHEN,"Excellent, and it's truly a super app!",5,2025-08-24,Google Play,excellent and its truly a super app
DASHEN,can't access as will if it's super and can't even access the service when you need it's a big failure,1,2025-08-22,Google Play,cant access as will if its super and cant even access the service when you need its a big failure
DASHEN,seche,1,2025-08-22,Google Play,seche
DASHEN,very fast bank,5,2025-08-22,Google Play,very fast bank
DASHEN,good and well,5,2025-08-22,Google Play,good and well
DASHEN,what a bank it is,5,2025-08-22,Google Play,what a bank it is
DASHEN,Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,2,2025-08-21,Google Play,dashen super app contains extended selections for customers and can be easily accessible and also friendly to use
DASHEN,nic,5,2025-08-20,Google Play,nic
DASHEN,easy to use and the best one,5,2025-08-17,Google Play,easy to use and the best one
DASHEN,it is totally work of failure. I personally prefer dashen amole instead of this super dull app.,1,2025-08-16,Google Play,it is totally work of failure i personally prefer dashen amole instead of this super dull app
DASHEN,The worst banking app in Ethiopia. It forces you to change your PIN every three months.,1,2025-08-16,Google Play,the worst banking app in ethiopia it forces you to change your pin every three months
DASHEN,best but USSD is necessary,5,2025-08-15,Google Play,best but ussd is necessary
DASHEN,"one step forward, Ethiopian bank and e commerce industry",5,2025-08-15,Google Play,one step forward ethiopian bank and e commerce industry
DASHEN,still it's essay for user,4,2025-08-15,Google Play,still its essay for user
DASHEN,"Great app, unfortunately I struggle to use it from outside Ethiopia. It tells me ""VPN enabled please disable VPN to continue using the app"". And that's happening without any VPN enabled. I think I will need to switch back to CBE because I need access to my bank account globally.",1,2025-08-15,Google Play,great app unfortunately i struggle to use it from outside ethiopia it tells me vpn enabled please disable vpn to continue using the app and thats happening without any vpn enabled i think i will need to switch back to cbe because i need access to my bank account globally
DASHEN,"It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.",3,2025-08-14,Google Play,it was easy enough before but now it wont even open why pls help if possible the email address you provided under the app support also cant be found by gmail pls respond
DASHEN,"There are plenty of features missed e. g electricity bill, water bill payments",2,2025-08-14,Google Play,there are plenty of features missed e g electricity bill water bill payments
DASHEN,የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,5,2025-08-14,Google Play,
DASHEN,በጣም ችግር አለበት,1,2025-08-14,Google Play,
DASHEN,great 👍 app,5,2025-08-13,Google Play,great app
DASHEN,"its a very low quality and slow application, very unreliable in times of need",1,2025-08-13,Google Play,its a very low quality and slow application very unreliable in times of need
DASHEN,very poor and time taking to use,1,2025-08-13,Google Play,very poor and time taking to use
DASHEN,it is the best app ever i have seen Dashen bank always one step a head!!!!,5,2025-08-13,Google Play,it is the best app ever i have seen dashen bank always one step a head
DASHEN,the new version is so good I like it,5,2025-08-13,Google Play,the new version is so good i like it
DASHEN,good job my dashen super app,5,2025-08-12,Google Play,good job my dashen super app
DASHEN,Some connection issues,3,2025-08-12,Google Play,some connection issues
DASHEN,verry slow app 🤢,1,2025-08-12,Google Play,verry slow app
DASHEN,best bauget app,5,2025-08-12,Google Play,best bauget app
DASHEN,its good but he said uptede me 😠🤕,2,2025-08-12,Google Play,its good but he said uptede me
DASHEN,network issue,1,2025-08-12,Google Play,network issue
DASHEN,እንጠቀምበት,5,2025-08-12,Google Play,
DASHEN,fast and easy to use great App.,5,2025-08-12,Google Play,fast and easy to use great app
DASHEN,Best Performing and Fast Financial app,5,2025-08-12,Google Play,best performing and fast financial app
DASHEN,well done keep it up,5,2025-08-12,Google Play,well done keep it up
DASHEN,good but it takes forever to load,3,2025-08-12,Google Play,good but it takes forever to load
DASHEN,"It's very good, but there are some things that need to be improved by (speed & receipt view) to be competitive with the companies in the country, i.e.cbe&telebirr.",4,2025-08-12,Google Play,its very good but there are some things that need to be improved by speed receipt view to be competitive with the companies in the country iecbetelebirr
DASHEN,my favorite 💗💗💗,5,2025-08-11,Google Play,my favorite
DASHEN,"This is boring Mobile banking app, it is not work properly .so slow!",1,2025-08-11,Google Play,this is boring mobile banking app it is not work properly so slow
DASHEN,"improve the app, please. it is not working. It says response timeout",1,2025-08-10,Google Play,improve the app please it is not working it says response timeout
DASHEN,modern perfect app interface with the best banking tools 👏,5,2025-08-09,Google Play,modern perfect app interface with the best banking tools
DASHEN,when i tried to open the app it re-downloading something big 3GB 4GB size and after 3 hours late it will open. it's my experience Very worst app it isn't lite app not works in every situation of networks.,1,2025-08-08,Google Play,when i tried to open the app it redownloading something big 3gb 4gb size and after 3 hours late it will open its my experience very worst app it isnt lite app not works in every situation of networks
DASHEN,"poor, glitch stack",1,2025-08-07,Google Play,poor glitch stack
DASHEN,slowest banking app ever used,3,2025-08-07,Google Play,slowest banking app ever used
DASHEN,Dashen Bank super app is the best app,5,2025-08-05,Google Play,dashen bank super app is the best app
DASHEN,would most likely rate it even less but it does have it's perks. But for the most part the whole app is filled with bugs and it stops being responsive almost everytime. Besides some new features and the new UI design I most definitely prefer the old amole Version. either fix this mess or bring back Amole,2,2025-08-01,Google Play,would most likely rate it even less but it does have its perks but for the most part the whole app is filled with bugs and it stops being responsive almost everytime besides some new features and the new ui design i most definitely prefer the old amole version either fix this mess or bring back amole
DASHEN,sometimes is not working to be honest,1,2025-08-01,Google Play,sometimes is not working to be honest
DASHEN,Why isn't this app working?,5,2025-07-29,Google Play,why isnt this app working
DASHEN,network error,5,2025-07-29,Google Play,network error
DASHEN,fast,5,2025-07-29,Google Play,fast
DASHEN,100 good,5,2025-07-29,Google Play,100 good
DASHEN,It stop working most of the time.,2,2025-07-28,Google Play,it stop working most of the time
DASHEN,i were smothely using the app for the last 5 month but somehow its not working to now so what shall i do it becames like i can open the app even i can't open it if u have solution's pls help me kindly tnx,1,2025-07-28,Google Play,i were smothely using the app for the last 5 month but somehow its not working to now so what shall i do it becames like i can open the app even i cant open it if u have solutions pls help me kindly tnx
DASHEN,"Simple for usage and well designed, attractive in its visual design, ""Always One Step Ahead""",5,2025-07-24,Google Play,simple for usage and well designed attractive in its visual design always one step ahead
DASHEN,amazing product,5,2025-07-23,Google Play,amazing product
DASHEN,"this app is not good and compatible with other Ethiopian bank apps, it is not fast, is stacks sometimes ,even some days it stops working at all.",1,2025-07-23,Google Play,this app is not good and compatible with other ethiopian bank apps it is not fast is stacks sometimes even some days it stops working at all
DASHEN,like it,5,2025-07-22,Google Play,like it
DASHEN,Great always one step ahead and most reliable bank,5,2025-07-22,Google Play,great always one step ahead and most reliable bank
DASHEN,u need to start cash out service,4,2025-07-22,Google Play,u need to start cash out service
DASHEN,all in one super app,5,2025-07-21,Google Play,all in one super app
DASHEN,Fayla,5,2025-07-20,Google Play,fayla
DASHEN,"The app even in its' first phase is too far one step booster that enables a user to perform a seamless Banking service with multi step security features at his/her comfort zone. It really assured that Dashen Bank is living the Logo ""ALWAYS ONE STEP AHEAD""",5,2025-07-20,Google Play,the app even in its first phase is too far one step booster that enables a user to perform a seamless banking service with multi step security features at hisher comfort zone it really assured that dashen bank is living the logo always one step ahead
DASHEN,ይሄ App ደስ ይላል ሁላችሁም አውርዱት እላለሁ🤭,5,2025-07-19,Google Play,app
DASHEN,"Best App .. Good job, Dashen Bank",5,2025-07-16,Google Play,best app good job dashen bank
DASHEN,Excellent App ...,5,2025-07-15,Google Play,excellent app
DASHEN,the worst app I have ever seen,1,2025-07-14,Google Play,the worst app i have ever seen
DASHEN,very good compared to Amole!,5,2025-07-13,Google Play,very good compared to amole
DASHEN,"while it's very secure, it is very slower than other mobile banking apps. it is very lazy app!",2,2025-07-12,Google Play,while its very secure it is very slower than other mobile banking apps it is very lazy app
DASHEN,👍😊😊😊,5,2025-07-12,Google Play,
DASHEN,Great application,5,2025-07-12,Google Play,great application
DASHEN,I am entreated app.,5,2025-07-09,Google Play,i am entreated app
DASHEN,Cannot list the number of bugs with this pile of human waste. The absolute worst banking app I have ever used. 50 steps backwards. DO NOT RECOMMEND.,1,2025-07-02,Google Play,cannot list the number of bugs with this pile of human waste the absolute worst banking app i have ever used 50 steps backwards do not recommend
DASHEN,best app with best bank,5,2025-07-02,Google Play,best app with best bank
DASHEN,alway slow loading,1,2025-06-30,Google Play,alway slow loading
DASHEN,"worst app ever and by any chance your account is deactivated, you are doomed",1,2025-06-27,Google Play,worst app ever and by any chance your account is deactivated you are doomed
DASHEN,Ethiopian amazing`s Dashen Bank🤝👌,3,2025-06-25,Google Play,ethiopian amazings dashen bank
DASHEN,"It's an unpredictable app, I can't make transactions, and now I can't even get the OTP! So it's going from bad to worse! Thank goodness the Amole Dashen app still exists.",1,2025-06-25,Google Play,its an unpredictable app i cant make transactions and now i cant even get the otp so its going from bad to worse thank goodness the amole dashen app still exists
DASHEN,nice app but limit up to max 600000,5,2025-06-24,Google Play,nice app but limit up to max 600000
DASHEN,Super,5,2025-06-21,Google Play,super
DASHEN,"I would be happy if I got a withdraw system in the application. Otherwise, everything is fine for me",4,2025-06-18,Google Play,i would be happy if i got a withdraw system in the application otherwise everything is fine for me
DASHEN,nice app but transaction limet not enough,5,2025-06-17,Google Play,nice app but transaction limet not enough
DASHEN,"It's an amazing application to use bank transactions in Ethiopia and it's so friendly btw, but need to ck that account link when we lost our mobile it's ver difficult to link up for the next one pls ck",5,2025-06-14,Google Play,its an amazing application to use bank transactions in ethiopia and its so friendly btw but need to ck that account link when we lost our mobile its ver difficult to link up for the next one pls ck
DASHEN,Dashen Bank My Choice🇪🇹✌️💫,4,2025-06-13,Google Play,dashen bank my choice
DASHEN,very simple and user friendly app Thank you Dashen Bank,5,2025-06-12,Google Play,very simple and user friendly app thank you dashen bank
DASHEN,very good .,5,2025-06-09,Google Play,very good
DASHEN,I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Google Play,i like this mobile banking app very much overall user interface and navigation is awesome but it lacks instant response when someone deposit or withdraw money
DASHEN,መቸሸጠ,5,2025-06-03,Google Play,
DASHEN,gadaa,5,2025-06-01,Google Play,gadaa
DASHEN,Massive upgrade from the Amole app.,5,2025-05-31,Google Play,massive upgrade from the amole app
DASHEN,very good for this app,5,2025-05-31,Google Play,very good for this app
DASHEN,top,5,2025-05-31,Google Play,top
DASHEN,this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Google Play,this app better than amole but the biometric on new update doesnt work
DASHEN,wow to it saff and this app,5,2025-05-30,Google Play,wow to it saff and this app
DASHEN,it too slow,3,2025-05-29,Google Play,it too slow
DASHEN,ዳሽን ባንክ ይለያል,4,2025-05-28,Google Play,
DASHEN,useless app ever loading take long,1,2025-05-27,Google Play,useless app ever loading take long
DASHEN,"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Google Play,game changer app dashen bank super app is fast secure and easy to use the threeclick payment makes sending money super quick and the qr code payment is perfect for cashless shopping i also love the biometric login and easy airtime and bill payments everything i need is in one place dashen bank has really raised the bar for digital banking in ethiopia highly recommended
DASHEN,very useful App,1,2025-05-26,Google Play,very useful app
DASHEN,"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Google Play,simple robust features yes please but the endless loading screen killed the funi couldnt use it for days fix the glitch and ill yeet a higher rating
DASHEN,Wawww,5,2025-05-24,Google Play,wawww
DASHEN,very Nice,5,2025-05-23,Google Play,very nice
DASHEN,its best,5,2025-05-23,Google Play,its best
DASHEN,it is not as good as to the other mobile bank app.,1,2025-05-22,Google Play,it is not as good as to the other mobile bank app
DASHEN,"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Google Play,the best of best is now arrived empowering your financial freedom experience seamless banking at your fingertips with dashen bank empowering your financial freedom anytime anywhere innovation meets convenience dashen bank mobile banking where innovation meets convenience secure and reliable bank with confidence
DASHEN,Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Google Play,nothing is changed in the updated version you have been collecting comments but where is the feed back you improved in this version superapp is mot functioning today
DASHEN,The best app ever in finance sector,5,2025-05-18,Google Play,the best app ever in finance sector
DASHEN,Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Google Play,its good app than other compitators but it confuse when we transfer it needs otp and pin most user inter their pin instead of otp we know the litrecy level of our society so if it is device based i dont know the needs of otp so please try to fix
DASHEN,dashen bank or dashen super app?,1,2025-05-17,Google Play,dashen bank or dashen super app
DASHEN,wowwwe app,5,2025-05-17,Google Play,wo app
DASHEN,"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Google Play,transferring to other bank accounts is a hastle and inconvenient get used to seeing please try again
DASHEN,always lagging,1,2025-05-16,Google Play,always lagging
DASHEN,Amazing Application...,5,2025-05-16,Google Play,amazing application
DASHEN,Fantastic,5,2025-05-16,Google Play,fantastic
DASHEN,"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Google Play,dashen bank app is very good but sometimes it is not working well
DASHEN,its my choice,5,2025-05-15,Google Play,its my choice
DASHEN,wow apo,5,2025-05-15,Google Play,wow apo
DASHEN,awesome app keep going,5,2025-05-14,Google Play,awesome app keep going
DASHEN,"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Google Play,it grows ethiopian digital banking step aheadall fetures in onesimple fast and convince
DASHEN,Game changer,5,2025-05-13,Google Play,game changer
DASHEN,Totally amazing,5,2025-05-13,Google Play,totally amazing
DASHEN,super 😎,5,2025-05-13,Google Play,super
DASHEN,what a helpful app!!!!,5,2025-05-13,Google Play,what a helpful app
DASHEN,"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Google Play,to be honest best banking and lifestyle app in ethiopia
DASHEN,"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Google Play,a must have seamless all in one digital platform db superapp keep living your motto always one step ahead
DASHEN,Amazing app super easy to use and best design. loved it.,5,2025-05-09,Google Play,amazing app super easy to use and best design loved it
DASHEN,its the best ever,5,2025-05-09,Google Play,its the best ever
DASHEN,excellent game changer App,5,2025-05-08,Google Play,excellent game changer app
DASHEN,I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Google Play,i am highly excited by using this application and it is the most favorable as well as preferrable mobile app
DASHEN,it seems me logging out within minutes,1,2025-05-03,Google Play,it seems me logging out within minutes
DASHEN,nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Google Play,nice app especially gui and i have got some error when you send within dashen bank the receipter is not get sms notification
DASHEN,yes i want dashen super open,5,2025-05-02,Google Play,yes i want dashen super open
DASHEN,faster than this version,5,2025-05-01,Google Play,faster than this version
DASHEN,"Best UI mobile banking app, props to design team",5,2025-04-30,Google Play,best ui mobile banking app props to design team
DASHEN,bad.,1,2025-04-30,Google Play,bad
DASHEN,dashen super app is secure band very easy,5,2025-04-29,Google Play,dashen super app is secure band very easy
DASHEN,It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Google Play,it is very fast and secured mobile banking app i like this app
DASHEN,best app I have ever seen,5,2025-04-29,Google Play,best app i have ever seen
DASHEN,Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Google Play,its slow when i try to see the recent transaction and stucked
DASHEN,wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Google Play,wowslnwoooo wo amazing
DASHEN,wow appl,5,2025-04-28,Google Play,wow appl
DASHEN,why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Google Play,why do i have to change a pin number i use my finger print so dummy
DASHEN,"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Google Play,it is very slow and it lacks many features to be a super app high rating is given by their employees not by the customers
DASHEN,"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Google Play,smooth and secure experience transfers bill payments and tracking expenses are all effortless the intuitive design makes banking on the go
DASHEN,Very easy and Fast.,5,2025-04-24,Google Play,very easy and fast
DASHEN,Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Google Play,incomparably userfriendly and fast app for mobile banking
DASHEN,"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Google Play,there is nothing super about this app repeatedly failed transaction and wastes customer valuable time if you have to do system upgrade do it at a time when there is less traffic demand your technical difficulty should not be reflected on customer
DASHEN,execellent,5,2025-04-24,Google Play,execellent
DASHEN,"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Google Play,this super app is a total gamechangerfast reliable and packed with everything i need in one place its seamless and super convenient love it
DASHEN,All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Google Play,all in one secure reliable convenient digital banking game changer
DASHEN,it is incredible product.,5,2025-04-23,Google Play,it is incredible product
DASHEN,"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Google Play,im really impressed with this app its userfriendly runs smoothly and has all the features i need makes my tasks so much easier and saves me a lot of time highly recommended
DASHEN,"It's an amazing app, experience it!!",5,2025-04-23,Google Play,its an amazing app experience it
DASHEN,This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Google Play,this is the best banking app ever i recommend everyone to use it
DASHEN,It is the best application!!!,5,2025-04-22,Google Play,it is the best application
DASHEN,"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Google Play,exceptional digital experience supperapp will bring new paradigm shift in the banking business bravo dashen keep it up
DASHEN,its features are so dynamic,5,2025-04-22,Google Play,its features are so dynamic
DASHEN,fast &Friendly user Application.,5,2025-04-22,Google Play,fast friendly user application
DASHEN,"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Google Play,fast reliable and user friendly keep it up
DASHEN,"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Google Play,dashen super app is easy to use secure fast transaction
DASHEN,i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Google Play,i love this app esp 3 click that make ecommerce easier and convinient
DASHEN,Great for everyday banking and payments on the go,5,2025-04-22,Google Play,great for everyday banking and payments on the go
DASHEN,"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Google Play,dashen super app is impressive with its focus on simplicity speed and quality the user interface is clean and easy to understand transactions process quickly and the overall quality of the app is topnotch a musthave for dashen bank customers
DASHEN,making transactions has never been easier. the new update is just amazing,5,2025-04-22,Google Play,making transactions has never been easier the new update is just amazing
DASHEN,"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Google Play,the app has various usefull functions which make easy the payment system also it will connect with sellers having reasonable prices
DASHEN,The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Google Play,the app has great user interface with comprehensive payments and ecommerce platforms and also it includes unique features such as chat banking and budget
DASHEN,betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,Google Play,betam mirt ena betam le atikakem kelel yale ena michu application nw
DASHEN,Convenient!,5,2025-04-22,Google Play,convenient
DASHEN,It is an amazing application that meets the needs of customers.,5,2025-04-22,Google Play,it is an amazing application that meets the needs of customers
DASHEN,Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Google Play,effecting payment via the app has created convenience to the recipients in easily confirming the payments received
DASHEN,the best Supper App ever,5,2025-04-22,Google Play,the best supper app ever
DASHEN,"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Google Play,this is the best app ever when is it planned to include digital lending and gasification
DASHEN,"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Google Play,a powerful local solution that rivals any global app i love how easy it is to explore services and products
DASHEN,Dashen bank is my number one choice,5,2025-04-22,Google Play,dashen bank is my number one choice
DASHEN,Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Google Play,assefa genetu dashen superup is the latest and inclussive i am happy with this super up
DASHEN,"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,Google Play,the app is incredibly userfriendly and brings multiple services into one place its fast intuitive and makes daily tasks super convenient a true allinone solution
DASHEN,"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Google Play,proudly made in ethiopia this innovation delivers more than promised the marketplace is a major boost for local commerce
DASHEN,it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Google Play,it so fanrastic and user friendly app bravo dashen bank thanks
DASHEN,"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Google Play,one of the best digital platforms ive used from smooth transactions to a seamless shopping experience highly recommended
DASHEN,A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Google Play,a proudly ethiopia innovation that delivers beyond expectations the marketplace feature is a big win for local shoppers bnd sellers
DASHEN,"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21,Google Play,dashen super app is a gamechanger its fast userfriendly and packed with features that make everyday banking and transactions super convenient i love how everything i need from mobile banking to utility payments is all in one place the interface is clean and everything works smoothly definitely one of the best apps out there highly recommended
DASHEN,Easy to use and has many options. It is the best financial app I have ever used.,5,2025-04-21,Google Play,easy to use and has many options it is the best financial app i have ever used
