bank,review,rating,date,source
BOA,✌️✌️,5,2024-11-20,Google Play
BOA,Please this app on my android phone,3,2024-11-20,Google Play
BOA,GOAT 🐐 🐐,5,2024-11-19,Google Play
BOA,"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,Google Play
BOA,Fast and reliable,5,2024-11-18,Google Play
BOA,"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Google Play
BOA,Very good,5,2024-11-14,Google Play
BOA,One of the poorest mobile banking system,1,2024-11-13,Google Play
BOA,❤❤❤❤❤❤,5,2024-11-12,Google Play
BOA,Oene,5,2024-11-12,Google Play
BOA,i find it interesting specially in reciept downloading,1,2024-11-12,Google Play
BOA,it good,5,2024-11-12,Google Play
BOA,"This app crashes everytime, please fix it",1,2024-11-12,Google Play
BOA,አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Google Play
BOA,I need a support the app is not working,5,2024-11-12,Google Play
BOA,Bast bank of ethiopia,5,2024-11-12,Google Play
BOA,very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,Google Play
BOA,"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Google Play
BOA,The worst App i have never seen like this before,1,2024-11-12,Google Play
BOA,Wweeeer,4,2024-11-12,Google Play
BOA,Infinx,5,2024-11-12,Google Play
BOA,Great service,5,2024-11-12,Google Play
BOA,This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Google Play
BOA,senayt Mesfin,4,2024-11-08,Google Play
BOA,Bad app vety bad.,1,2024-11-07,Google Play
BOA,Abessnya Banke,5,2024-11-05,Google Play
BOA,"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Google Play
BOA,Professional on banking app,5,2024-11-01,Google Play
BOA,Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Google Play
BOA,አይሰራም አስተካክሉት,5,2024-10-26,Google Play
BOA,Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Google Play
BOA,Fast transfer,5,2024-10-24,Google Play
BOA,"What's up I can't log in, what's wrong",5,2024-10-22,Google Play
BOA,Amrumehamed,1,2024-10-21,Google Play
BOA,"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,Google Play
BOA,ደደገነሐ,5,2024-10-15,Google Play
BOA,"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,Google Play
BOA,A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,Google Play
BOA,Good App,4,2024-10-12,Google Play
BOA,Best app to me,5,2024-10-11,Google Play
BOA,BOA,5,2024-10-11,Google Play
BOA,Abdulkadir,5,2024-10-11,Google Play
BOA,Bad,1,2024-10-10,Google Play
BOA,If it is possible I would gove0 star,1,2024-10-08,Google Play
BOA,Nise mobile bankig,4,2024-10-05,Google Play
BOA,Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,Google Play
BOA,Ok,5,2024-10-04,Google Play
BOA,Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,Google Play
BOA,Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,Google Play
BOA,"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,Google Play
BOA,I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,Google Play
BOA,Worest app,1,2024-10-03,Google Play
BOA,The worest app ever,1,2024-10-03,Google Play
BOA,አሪፍ ነው በርቱልን,5,2024-10-03,Google Play
BOA,Wwwerrr,5,2024-10-02,Google Play
BOA,ጀማል ውቀቱ,5,2024-09-30,Google Play
BOA,Great For Financial company,5,2024-09-30,Google Play
BOA,Very easy to use,5,2024-09-30,Google Play
BOA,The App's crash always.. Error.....,3,2024-09-27,Google Play
BOA,This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,Google Play
BOA,Great UI and seamless UX. I love it!!,5,2024-09-25,Google Play
BOA,That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,Google Play
BOA,It's easy used to operate program and secured 👍👍,4,2024-09-25,Google Play
BOA,I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,Google Play
BOA,Amazing,5,2024-09-19,Google Play
BOA,Great app with great services,5,2024-09-19,Google Play
BOA,Yes active user,5,2024-09-17,Google Play
BOA,Shameful,1,2024-09-17,Google Play
BOA,The worest app ever made i would not recommende for no one,1,2024-09-16,Google Play
BOA,Good application,5,2024-09-16,Google Play
BOA,"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,Google Play
BOA,"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,Google Play
BOA,የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,Google Play
BOA,It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,Google Play
BOA,"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,Google Play
BOA,"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,Google Play
BOA,Bes and freindly app,5,2024-09-13,Google Play
BOA,It doesn't work.,1,2024-09-12,Google Play
BOA,"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,Google Play
BOA,How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,Google Play
BOA,Smart technology,5,2024-09-10,Google Play
BOA,Yegema app tish🪨,1,2024-09-08,Google Play
BOA,"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,Google Play
BOA,"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,Google Play
BOA,"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,Google Play
BOA,Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,Google Play
BOA,እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,Google Play
BOA,Fast one,3,2024-09-04,Google Play
BOA,Nice looking app but a terrible user experience.,1,2024-09-03,Google Play
BOA,The worest MB app ever!!🙄,1,2024-09-02,Google Play
BOA,It is ok,5,2024-09-01,Google Play
BOA,Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,Google Play
BOA,Apollo's,1,2024-08-29,Google Play
BOA,The worst experience ever,1,2024-08-29,Google Play
BOA,Hussenaliumar,5,2024-08-29,Google Play
BOA,Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,Google Play
BOA,It is not work for my device,5,2024-08-27,Google Play
BOA,"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,Google Play
BOA,The worst app ever,1,2024-08-26,Google Play
BOA,Betanya Gebre,3,2024-08-23,Google Play
BOA,I dont recommand it to any one,1,2024-08-23,Google Play
BOA,Excellent app,5,2024-08-21,Google Play
BOA,"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,Google Play
BOA,ትርሃስ,5,2024-08-19,Google Play
BOA,Gio,4,2024-08-19,Google Play
BOA,App isn't working,1,2024-08-18,Google Play
BOA,so far good but always it lugs,3,2024-08-17,Google Play
BOA,Don't trust this bank and its service.,1,2024-08-16,Google Play
BOA,"I can not open and use the application,please help me!",5,2024-08-15,Google Play
BOA,Horrible,1,2024-08-14,Google Play
BOA,Mostly not working 😑,1,2024-08-14,Google Play
BOA,Awesome 👌,5,2024-08-12,Google Play
BOA,"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,Google Play
BOA,Very poor app b/c highly slow to open the app,1,2024-08-12,Google Play
BOA,Wedi Tekle .,5,2024-08-11,Google Play
BOA,Bad app📱👎👎👎,1,2024-08-11,Google Play
BOA,Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,Google Play
BOA,Nice appp,5,2024-08-11,Google Play
BOA,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,Google Play
BOA,Gooood app my dear,5,2024-08-10,Google Play
BOA,Harun tamam galanaa,3,2024-08-09,Google Play
BOA,"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,Google Play
BOA,Gamebela,1,2024-08-08,Google Play
BOA,so poor app to use can't start up when open the app,1,2024-08-08,Google Play
BOA,"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,Google Play
BOA,Good job,5,2024-08-07,Google Play
BOA,"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,Google Play
BOA,Bad app .,1,2024-08-06,Google Play
BOA,"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,Google Play
BOA,Review,5,2024-08-06,Google Play
BOA,Goood,4,2024-08-06,Google Play
BOA,👎👎👎👎👎👎👎👎👎,1,2024-08-06,Google Play
BOA,Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,Google Play
BOA,The previous version is better it doesn't work,1,2024-08-04,Google Play
DASHEN,very smart App easy to use and friendly,5,2025-11-29,Google Play
DASHEN,Very exemplery App to other Bank Aps !,5,2025-11-29,Google Play
DASHEN,good,5,2025-11-29,Google Play
DASHEN,It Is An Amazing app,4,2025-11-28,Google Play
DASHEN,"its fast and easy to communicate to the app and its available all area keep it up.i will make Happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,2025-11-26,Google Play
DASHEN,What do you care about my phone's settings? Who are you to tell me what to turn off and on? It is my phone after all. This *develoler option* thing will cost you a lot of users who are willing to leave the bank once and for all. Turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,2025-11-25,Google Play
DASHEN,Exceptional Product.,5,2025-11-23,Google Play
DASHEN,very easy app,3,2025-11-23,Google Play
DASHEN,"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!..",5,2025-11-19,Google Play
DASHEN,በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,5,2025-11-18,Google Play
DASHEN,bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,2025-11-18,Google Play
DASHEN,"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",2,2025-11-18,Google Play
DASHEN,always updating bad stability,1,2025-11-17,Google Play
DASHEN,"it say's disable developer option, i disabled it but its not working still",1,2025-11-17,Google Play
DASHEN,with the super app evry thing i need is just a tap away,5,2025-11-17,Google Play
DASHEN,nice,5,2025-11-16,Google Play
DASHEN,eyita tips,1,2025-11-15,Google Play
DASHEN,clear and presize,5,2025-11-15,Google Play
DASHEN,smooth and easy!!!,5,2025-11-14,Google Play
DASHEN,I have had an amazing experience with this app;ot os convenient and easy to use,5,2025-11-14,Google Play
DASHEN,"All in One Super App with smooth navigation, transaction and lifestyle services",5,2025-11-14,Google Play
DASHEN,Very nice App.,5,2025-11-14,Google Play
DASHEN,system failure transfer to others account,2,2025-11-13,Google Play
DASHEN,thank you,1,2025-11-13,Google Play
DASHEN,"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",1,2025-11-13,Google Play
DASHEN,"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Google Play
DASHEN,wow dashen bank super app,5,2025-11-12,Google Play
DASHEN,"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",1,2025-11-11,Google Play
DASHEN,Best Mobile Banking App in Ethiopia .,5,2025-11-11,Google Play
DASHEN,very nice app I have ever seen,5,2025-11-10,Google Play
DASHEN,NASTY BANK . EVEN THE SUPPER APP IS NOT WORKING WELL. WHEN I AM CALLING THEM THEY ARE NOT RESPONSE . PLEASE DON'T USE THIS APP BECAUSE YOU WILL LOSS YOU TIME ;ENERGY AND EVERYTHING . HOPELESS Bank .,1,2025-11-10,Google Play
DASHEN,it's good but is not fast,5,2025-11-09,Google Play
DASHEN,your financial system must improved,4,2025-11-09,Google Play
DASHEN,your service is too good,5,2025-11-09,Google Play
DASHEN,good experience,5,2025-11-09,Google Play
DASHEN,ok,5,2025-11-08,Google Play
DASHEN,"Amazing app, 👏",5,2025-11-07,Google Play
DASHEN,wooow,5,2025-11-07,Google Play
DASHEN,Nice app,5,2025-11-07,Google Play
DASHEN,best,5,2025-11-07,Google Play
DASHEN,"easy to use, friendly",5,2025-11-06,Google Play
DASHEN,"12yr more LC, UCP & ICC & loan",5,2025-11-06,Google Play
DASHEN,"not attractive and friendly app. Check Awash, CBE apps",1,2025-11-06,Google Play
DASHEN,amzing,5,2025-11-06,Google Play
DASHEN,"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!",5,2025-11-05,Google Play
DASHEN,betam kerfafa naw,1,2025-11-05,Google Play
DASHEN,exceptional,5,2025-11-05,Google Play
DASHEN,worst app ever,1,2025-11-05,Google Play
DASHEN,"Dashen, always two step ahead.",5,2025-11-05,Google Play
DASHEN,"Please try to fix the barrier between other banks specially with ""Commercial bank of Ethiopia""",3,2025-11-05,Google Play
DASHEN,👍,5,2025-11-05,Google Play
DASHEN,i am using,5,2025-11-05,Google Play
DASHEN,It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,5,2025-11-05,Google Play
DASHEN,wonderful app,5,2025-11-05,Google Play
DASHEN,"i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great I like it",5,2025-11-05,Google Play
DASHEN,go ahead,5,2025-11-05,Google Play
DASHEN,its supper,5,2025-11-04,Google Play
DASHEN,Good,5,2025-11-04,Google Play
DASHEN,it's so boring,1,2025-11-04,Google Play
DASHEN,Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,5,2025-11-04,Google Play
DASHEN,"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",5,2025-11-04,Google Play
DASHEN,it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn't work..i think the problem is it was launched too early.,3,2025-11-04,Google Play
DASHEN,Amazing,5,2025-11-03,Google Play
DASHEN,wow dashen bank,5,2025-11-03,Google Play
DASHEN,ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,4,2025-11-02,Google Play
DASHEN,"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.",5,2025-11-01,Google Play
DASHEN,it's too slow,1,2025-11-01,Google Play
DASHEN,"Before the recent update, this app was great. Now, the home page is cluttered with promotions and banners, which really hurts the experience. I think the app stopped being banking app and started only to promote b/c 95% of the app is only ads, also full of bugs",1,2025-11-01,Google Play
DASHEN,"This might be the worst banking app I've ever used I dont know why kind of bug it is but suddenly the apps stops working it says ""Temporarily unavailable"" for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this I'm going to stop using the bank altogether which is a shame because it's a decent bank",1,2025-11-01,Google Play
DASHEN,The worst app ever. Extremely unreliable. Such a shame for a big bank.,1,2025-10-31,Google Play
DASHEN,app is too slow not opening fast,1,2025-10-31,Google Play
DASHEN,"it's seems to have some improvements, I don't know what's going on with this app sometimes get collapseed. This is not expected from Dashen bank, which is amongst from famous and greatest banks.",1,2025-10-30,Google Play
DASHEN,very nise good,5,2025-10-30,Google Play
DASHEN,very interesting,5,2025-10-30,Google Play
DASHEN,what your emplyees tell as about the app when they came to our store and what actually the app is different,1,2025-10-30,Google Play
DASHEN,Excellent promotion,5,2025-10-30,Google Play
DASHEN,viry good,5,2025-10-29,Google Play
DASHEN,"Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable – a great app to manage everything in one place.",5,2025-10-29,Google Play
DASHEN,it is the worst app ever istg 🤮🤮🤮,1,2025-10-29,Google Play
DASHEN,"Dashen Super App is a game-changer with its sleek, user-friendly interface. Lightning-fast responses and seamless navigation make every task a breeze. Love the organized layout and clear features that save time daily. Fantastic work—highly recommended for effortless banking!",5,2025-10-28,Google Play
DASHEN,"The design is clean and modern, and everything works smoothly without bugs. I love how reliable the app is it makes banking so convenient.",5,2025-10-28,Google Play
DASHEN,"A true banking super app! The Dashen Super App combines great design, security, and an impressive range of features. Highly recommended for anyone looking for a complete digital banking experience.",5,2025-10-28,Google Play
DASHEN,"​I appreciate that this app allowed me to access multiple services in one centralized place. Thank you, Dashen Bank!",5,2025-10-28,Google Play
DASHEN,"This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.",5,2025-10-28,Google Play
DASHEN,It’s impressive how consistently the app is improving. I’ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,5,2025-10-28,Google Play
DASHEN,This app has replaced several others for me. It has everything I need in one place.,5,2025-10-28,Google Play
DASHEN,"The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It’s intuitive, modern, and clearly built with the user in mind — setting a new benchmark for digital banking.",5,2025-10-28,Google Play
DASHEN,"Dashen superapp just keeps improving. The new theme options are beautiful, and the overall experience is faster and smoother than ever",5,2025-10-28,Google Play
DASHEN,I have been using this app for months and its easy to use and is user friendly thanks Dashen bank.,5,2025-10-28,Google Play
DASHEN,"Finally, banking made simple! Everything I need is in one super app. A true game changer for managing my finances on the go.",5,2025-10-28,Google Play
DASHEN,"I’ve been using the the App, and it’s been working really well for my daily transactions. Good work 👌",5,2025-10-28,Google Play
DASHEN,"I appreciate how secure this app feels. Every transaction comes with confirmation, and I always get alerts immediately.",5,2025-10-28,Google Play
DASHEN,I love the new dark theme it gives the app modern feel n make it more comfortable to use,5,2025-10-28,Google Play
DASHEN,"This is amazing app, as it name ,truly supper.",5,2025-10-28,Google Play
DASHEN,This is one of the most user friendly and impressive apps I have encountered in the banking sector,5,2025-10-28,Google Play
DASHEN,"Amazing UI and UX, the dark mode looks absolutely awesome!",5,2025-10-28,Google Play
DASHEN,The updated design looks amazing. I really appreciate being able to switch between dark and light mode it’s a small change that makes a big difference!,5,2025-10-28,Google Play
DASHEN,Astonishing interface with ease of access and complete performance,5,2025-10-28,Google Play
DASHEN,"I rarely leave reviews, but this app truly deserves one. It’s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience",5,2025-10-28,Google Play
DASHEN,stunning UI with reliable service!,5,2025-10-28,Google Play
DASHEN,"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-10-27,Google Play
DASHEN,"The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.",4,2025-10-22,Google Play
DASHEN,convinent,5,2025-10-22,Google Play
DASHEN,it is Excellent April jest continue more abeaten.....,4,2025-10-19,Google Play
DASHEN,I like it,5,2025-10-18,Google Play
DASHEN,abdrug bentahuuuu,3,2025-10-17,Google Play
DASHEN,"Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods—sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.",1,2025-10-14,Google Play
DASHEN,Best application,5,2025-10-14,Google Play
DASHEN,easy,5,2025-10-14,Google Play
DASHEN,lmo,5,2025-10-13,Google Play
DASHEN,meseret birara,5,2025-10-12,Google Play
DASHEN,it doesn't let me open my account,1,2025-10-12,Google Play
DASHEN,very good,1,2025-10-11,Google Play
DASHEN,it is the best,5,2025-10-11,Google Play
DASHEN,nice and best,5,2025-10-10,Google Play
DASHEN,Finish the app development fully before you give the final result. It's is very inconvenient and not that reliable at the moment.,1,2025-10-08,Google Play
DASHEN,hayelu Beranu Bashre,5,2025-10-07,Google Play
DASHEN,👎👎👎👎👎👎👎👎 connection not fast,5,2025-10-07,Google Play
DASHEN,"@Shewangizaw L. As a heavy user of the app , the issue you raised around resetting pass pin concerned me and gave it a try and found it to be safe. Basically the app will do two things: verifies one using an otp and then requires an in-person visit to bank's physical branch for final verification after resetting the password. Therefore, safe to use! I wish ""i""nformational tip was added around the reset button. Could not attach screenshot.",4,2025-10-06,Google Play
DASHEN,perfect,5,2025-10-06,Google Play
DASHEN,for dashen bankk it is best app so why your bank onlyu one one app for mobile banking that means superr app,5,2025-10-05,Google Play
DASHEN,wow,5,2025-10-04,Google Play
DASHEN,tadesa melka tulluu,1,2025-10-04,Google Play
DASHEN,I can't open virtual account.I have been trying it for about 3 days still no resolve.,2,2025-10-04,Google Play
DASHEN,App is passive when compare to Amole it takes 3-5 seconds to open and i cannot refresh transactions what i did.,1,2025-10-03,Google Play
DASHEN,withdraw,1,2025-10-02,Google Play
DASHEN,It takes gazillion years to open 😶,3,2025-10-02,Google Play
DASHEN,this app is outstanding,5,2025-10-01,Google Play
DASHEN,totally bad,1,2025-10-01,Google Play
DASHEN,I really appreciate but we can't use it if don't have balance or data access,2,2025-10-01,Google Play
DASHEN,nice app,5,2025-09-30,Google Play
DASHEN,ሙነጃት አብድላ ሸረፍ,2,2025-09-30,Google Play
DASHEN,it fast service,5,2025-09-29,Google Play
DASHEN,"Good improvements after the Sep 25, 2025 update.",4,2025-09-29,Google Play
DASHEN,I have one issue though what if the mobile phone with the sim is stolen and have no pattern or pin. The app allows to reset the pin directly without 2FA like finger print just by sending sms. which is a big gap. It should be addressed I didn't expect but it does and no trust at all.,1,2025-09-28,Google Play
DASHEN,I love it 👍,5,2025-09-28,Google Play
DASHEN,Best,5,2025-09-28,Google Play
DASHEN,gooe,5,2025-09-28,Google Play
DASHEN,Dashen super app is the best all ethiopian banks keep it,5,2025-09-27,Google Play
DASHEN,cool app,5,2025-09-27,Google Play
DASHEN,App That makes cashless society in our century and Easy to use.,5,2025-09-27,Google Play
DASHEN,tadass,1,2025-09-27,Google Play
DASHEN,ሙሃጂራ,1,2025-09-27,Google Play
DASHEN,It is an amazing app and all in one,5,2025-09-27,Google Play
DASHEN,i dont like it,1,2025-09-27,Google Play
DASHEN,Dashen is the Future,5,2025-09-27,Google Play
DASHEN,the best version in 🇪🇹,5,2025-09-27,Google Play
DASHEN,excellent,5,2025-09-26,Google Play
DASHEN,"its amazing app, visually stunning",5,2025-09-26,Google Play
DASHEN,"Updates every time 🥲, when it's updated, it doesn't work at all. 😭",1,2025-09-26,Google Play
DASHEN,the best app from other dashen is unique its fast app ever i had in my life,5,2025-09-26,Google Play
DASHEN,I love the new user interface,5,2025-09-26,Google Play
DASHEN,"Appreciated, Always one step ahead!",5,2025-09-26,Google Play
DASHEN,👌👌,5,2025-09-26,Google Play
DASHEN,The app stops working whenever there is an update unless you update the app. But it is better if it kept working on and updating should be optional.,3,2025-09-26,Google Play
DASHEN,"This is the first time i have experienced this much cool app out of all the other mobile banking platforms, im genuinely happy to see this kind of app here, tnx",5,2025-09-26,Google Play
DASHEN,it can't do without data or wifi,1,2025-09-26,Google Play
DASHEN,"The best UI banking app from all those I used, other Ethiopian banks I used have a really old UI. This is very neat and easy to use. Also so reliable.",5,2025-09-26,Google Play
DASHEN,So nice !,5,2025-09-26,Google Play
DASHEN,What's the problem with this app's that asking for updates on a daily basis?,1,2025-09-25,Google Play
DASHEN,"Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.",5,2025-09-25,Google Play
DASHEN,excellent UI improvement 💯💯,5,2025-09-24,Google Play
DASHEN,one of the best app in Ethiopia .,5,2025-09-24,Google Play
DASHEN,great app,5,2025-09-23,Google Play
DASHEN,it is good but some times says duplicate transaction why? and text,5,2025-09-23,Google Play
DASHEN,The worst app. It needs updating everyday. Ouch 🤕,1,2025-09-19,Google Play
DASHEN,safe and secure,3,2025-09-18,Google Play
DASHEN,በጣም ምቹ ነው,4,2025-09-15,Google Play
DASHEN,"is not working right now with snmsung galaxy f15, please help me",1,2025-09-14,Google Play
DASHEN,Your staffs are really hardworking but the app is not like your employees,3,2025-09-12,Google Play
DASHEN,ዳሺባክ,5,2025-09-11,Google Play
DASHEN,total,5,2025-09-11,Google Play
DASHEN,dashen super app is the best,5,2025-09-10,Google Play
DASHEN,zero sezzs55sየየወደሠራዊቱ ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ።ደም ሐማሚጀየየ,5,2025-09-09,Google Play
DASHEN,not werke,2,2025-09-08,Google Play
DASHEN,what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,2025-09-08,Google Play
DASHEN,simple and easy to use,5,2025-09-08,Google Play
DASHEN,meke,4,2025-09-07,Google Play
